disease,symptom
narcolepsy,"changes in rapid eye movement (rem) sleep. rem sleep is typically when most dreaming happens. rem sleep can occur at any time of the day in people with narcolepsy. people with narcolepsy often transition quickly to rem sleep, usually within 15 minutes of falling asleep."
narcolepsy,hallucinations. these hallucinations are called hypnagogic hallucinations if they happen as you fall asleep and hypnopompic hallucinations if they occur upon waking. an example is feeling as if there is a stranger in your bedroom. these hallucinations may be particularly vivid and frightening because you may not be fully asleep when you begin dreaming and you experience your dreams as reality.
juvenile idiopathic arthritis,"pain. while your child might not complain of joint pain, you may notice that he or she limps — especially first thing in the morning or after a nap."
juvenile idiopathic arthritis,swelling. joint swelling is common but is often first noticed in larger joints such as the knee.
juvenile idiopathic arthritis,"stiffness. you might notice that your child appears clumsier than usual, particularly in the morning or after naps."
juvenile idiopathic arthritis,"fever, swollen lymph nodes and rash. in some cases, high fever, swollen lymph nodes or a rash on the trunk may occur — which is usually worse in the evenings."
cleft lip and cleft palate,a split in the lip and roof of the mouth (palate) that affects one or both sides of the face
cleft lip and cleft palate,a split in the lip that appears as only a small notch in the lip or extends from the lip through the upper gum and palate into the bottom of the nose
cleft lip and cleft palate,a split in the roof of the mouth that doesn't affect the appearance of the face
cleft lip and cleft palate,difficulty with feedings
cleft lip and cleft palate,"difficulty swallowing, with potential for liquids or foods to come out the nose"
cleft lip and cleft palate,nasal speaking voice
cleft lip and cleft palate,chronic ear infections
meningitis,sudden high fever
meningitis,stiff neck
meningitis,severe headache that seems different from normal
meningitis,headache with nausea or vomiting
meningitis,confusion or difficulty concentrating
meningitis,seizures
meningitis,sleepiness or difficulty waking
meningitis,sensitivity to light
meningitis,no appetite or thirst
meningitis,"skin rash (sometimes, such as in meningococcal meningitis)"
intermittent explosive disorder,rage
intermittent explosive disorder,irritability
intermittent explosive disorder,increased energy
intermittent explosive disorder,racing thoughts
intermittent explosive disorder,tingling
intermittent explosive disorder,tremors
intermittent explosive disorder,palpitations
intermittent explosive disorder,chest tightness
intermittent explosive disorder,temper tantrums
intermittent explosive disorder,tirades
intermittent explosive disorder,heated arguments
intermittent explosive disorder,shouting
intermittent explosive disorder,"slapping, shoving or pushing"
intermittent explosive disorder,physical fights
intermittent explosive disorder,property damage
intermittent explosive disorder,threatening or assaulting people or animals
toxoplasmosis,body aches
toxoplasmosis,swollen lymph nodes
toxoplasmosis,headache
toxoplasmosis,fever
toxoplasmosis,fatigue
anal fissure,"pain, sometimes severe, during bowel movements"
anal fissure,pain after bowel movements that can last up to several hours
anal fissure,bright red blood on the stool or toilet paper after a bowel movement
anal fissure,a visible crack in the skin around the anus
anal fissure,a small lump or skin tag on the skin near the anal fissure
vaginitis,"change in color, odor or amount of discharge from your vagina"
vaginitis,vaginal itching or irritation
vaginitis,pain during intercourse
vaginitis,painful urination
vaginitis,light vaginal bleeding or spotting
vaginitis,"bacterial vaginosis. you might develop a grayish-white, foul-smelling discharge. the odor, often described as a fishy odor, might be more obvious after sexual intercourse."
vaginitis,"yeast infection. the main symptom is itching, but you might have a white, thick discharge that resembles cottage cheese."
vaginitis,"trichomoniasis. an infection called trichomoniasis (trik-o-moe-nie-uh-sis) can cause a greenish-yellow, sometimes frothy discharge."
vaginitis,"you have a particularly unpleasant vaginal odor, discharge or itching."
vaginitis,you've never had a vaginal infection. seeing your doctor can establish the cause and help you learn to identify the signs and symptoms.
vaginitis,you've had vaginal infections before.
vaginitis,you've had multiple sex partners or a recent new partner. you could have a sexually transmitted infection. some sexually transmitted infections have signs and symptoms similar to those of a yeast infection or bacterial vaginosis.
vaginitis,you've completed a course of over-the-counter anti-yeast medication and your symptoms persist.
vaginitis,"you have a fever, chills or pelvic pain."
vaginitis,you've previously had a diagnosis of vaginal yeast infection and your signs and symptoms are the same as before
vaginitis,"you know the signs and symptoms of a yeast infection, and you're confident that's what you have"
sjogren's syndrome,"dry eyes. your eyes might burn, itch or feel gritty — as if there's sand in them."
sjogren's syndrome,"dry mouth. your mouth might feel like it's full of cotton, making it difficult to swallow or speak."
sjogren's syndrome,"joint pain, swelling and stiffness"
sjogren's syndrome,swollen salivary glands — particularly the set located behind your jaw and in front of your ears
sjogren's syndrome,skin rashes or dry skin
sjogren's syndrome,vaginal dryness
sjogren's syndrome,persistent dry cough
sjogren's syndrome,prolonged fatigue
atrial fibrillation,"palpitations, which are sensations of a racing, uncomfortable, irregular heartbeat or a flip-flopping in your chest"
atrial fibrillation,weakness
atrial fibrillation,reduced ability to exercise
atrial fibrillation,fatigue
atrial fibrillation,lightheadedness
atrial fibrillation,dizziness
atrial fibrillation,shortness of breath
atrial fibrillation,chest pain
atrial fibrillation,"occasional. in this case it's called paroxysmal (par-ok-siz-mul) atrial fibrillation. you may have symptoms that come and go, usually lasting for a few minutes to hours. sometimes symptoms occur for as long as a week and episodes can happen repeatedly. your symptoms might go away on their own or you may need treatment."
atrial fibrillation,"persistent. with this type of atrial fibrillation, your heart rhythm doesn't go back to normal on its own. if you have persistent atrial fibrillation, you'll need treatment such as an electrical shock or medications in order to restore your heart rhythm."
atrial fibrillation,long-standing persistent. this type of atrial fibrillation is continuous and lasts longer than 12 months.
atrial fibrillation,"permanent. in this type of atrial fibrillation, the abnormal heart rhythm can't be restored. you'll have atrial fibrillation permanently, and you'll often require medications to control your heart rate and to prevent blood clots."
separation anxiety disorder,recurrent and excessive distress about anticipating or being away from home or loved ones
separation anxiety disorder,"constant, excessive worry about losing a parent or other loved one to an illness or a disaster"
separation anxiety disorder,"constant worry that something bad will happen, such as being lost or kidnapped, causing separation from parents or other loved ones"
separation anxiety disorder,refusing to be away from home because of fear of separation
separation anxiety disorder,not wanting to be home alone and without a parent or other loved one in the house
separation anxiety disorder,reluctance or refusing to sleep away from home without a parent or other loved one nearby
separation anxiety disorder,repeated nightmares about separation
separation anxiety disorder,"frequent complaints of headaches, stomachaches or other symptoms when separation from a parent or other loved one is anticipated"
chronic hives,"batches of red or skin-colored welts (wheals), which can appear anywhere on the body"
chronic hives,"welts that vary in size, change shape, and appear and fade repeatedly as the reaction runs its course"
chronic hives,"itching, which may be severe"
chronic hives,"painful swelling (angioedema) of the lips, eyelids and inside the throat"
chronic hives,"a tendency for signs and symptoms to flare with triggers such as heat, exercise and stress"
chronic hives,"a tendency for signs and symptoms to persist for more than six weeks and to recur frequently and unpredictably, sometimes for months or years"
pancreatic cysts,"persistent abdominal pain, which may radiate to your back"
pancreatic cysts,nausea and vomiting
pancreatic cysts,weight loss
pancreatic cysts,feeling full soon after you start eating
lichen nitidus,size. the bumps range in size from pinpoint to pinhead size.
lichen nitidus,shape. they are flat topped and round.
lichen nitidus,"color. bumps are usually the same color as your skin. they may be slightly pink on people with lighter skin, or lighter than normal skin color on people with darker skin."
lichen nitidus,"location. lichen nitidus bumps commonly occur on the chest, abdomen, arms and genital areas, including the penis. they rarely occur on the palms, soles of the feet or fingernails. lichen nitidus may clear up at one site on your body but then appear at another."
lichen nitidus,"itch. in rare cases, the bumps of lichen nitidus may itch, sometimes intensely. they may appear in a line where there's a scratch, crease or constant pressure on the skin, such as a fold of skin on the abdomen or the crease of skin on the inside of the elbow or wrist."
orner syndrome,a persistently small pupil (miosis)
orner syndrome,a notable difference in pupil size between the two eyes (anisocoria)
orner syndrome,little or delayed opening (dilation) of the affected pupil in dim light
orner syndrome,drooping of the upper eyelid (ptosis)
orner syndrome,"slight elevation of the lower lid, sometimes called upside-down ptosis"
orner syndrome,sunken appearance to the eye
orner syndrome,little or no sweating (anhidrosis) either on the entire side of the face or an isolated patch of skin on the affected side
gout,"intense joint pain. gout usually affects the large joint of your big toe, but it can occur in any joint. other commonly affected joints include the ankles, knees, elbows, wrists and fingers. the pain is likely to be most severe within the first four to 12 hours after it begins."
gout,"lingering discomfort. after the most severe pain subsides, some joint discomfort may last from a few days to a few weeks. later attacks are likely to last longer and affect more joints."
gout,"inflammation and redness. the affected joint or joints become swollen, tender, warm and red."
gout,"limited range of motion. as gout progresses, you may not be able to move your joints normally."
menopause,irregular periods
menopause,vaginal dryness
menopause,hot flashes
menopause,chills
menopause,night sweats
menopause,sleep problems
menopause,mood changes
menopause,weight gain and slowed metabolism
menopause,thinning hair and dry skin
menopause,loss of breast fullness
emolytic uremic syndrome (hus),"diarrhea, which is often bloody"
emolytic uremic syndrome (hus),"abdominal pain, cramping or bloating"
emolytic uremic syndrome (hus),vomiting
emolytic uremic syndrome (hus),fever
emolytic uremic syndrome (hus),"pale coloring, including loss of pink color in cheeks and inside the lower eyelids"
emolytic uremic syndrome (hus),extreme fatigue
emolytic uremic syndrome (hus),shortness of breath
emolytic uremic syndrome (hus),easy bruising or unexplained bruises
emolytic uremic syndrome (hus),"unusual bleeding, such as bleeding from the nose and mouth"
emolytic uremic syndrome (hus),decreased urination or blood in the urine
emolytic uremic syndrome (hus),"swelling (edema) of the legs, feet or ankles, and less often in the face, hands, feet or entire body"
emolytic uremic syndrome (hus),"confusion, seizures or stroke"
emolytic uremic syndrome (hus),high blood pressure
progeria,"slowed growth, with below-average height and weight"
progeria,"narrowed face, small lower jaw, thin lips and beaked nose"
progeria,head disproportionately large for the face
progeria,prominent eyes and incomplete closure of the eyelids
progeria,"hair loss, including eyelashes and eyebrows"
progeria,"thinning, spotty, wrinkled skin"
progeria,visible veins
progeria,high-pitched voice
progeria,severe progressive heart and blood vessel (cardiovascular) disease
progeria,hardening and tightening of skin on the trunk and extremities (similar to scleroderma)
progeria,delayed and abnormal tooth formation
progeria,some hearing loss
progeria,loss of fat under the skin and loss of muscle mass
progeria,skeletal abnormalities and fragile bones
progeria,stiff joints
progeria,hip dislocation
progeria,insulin resistance
traveler's diarrhea,abrupt onset of passage of three or more loose stools a day
traveler's diarrhea,an urgent need to defecate
traveler's diarrhea,abdominal cramps
traveler's diarrhea,nausea
traveler's diarrhea,vomiting
traveler's diarrhea,fever
inflammatory bowel disease (ibd),diarrhea
inflammatory bowel disease (ibd),fatigue
inflammatory bowel disease (ibd),abdominal pain and cramping
inflammatory bowel disease (ibd),blood in your stool
inflammatory bowel disease (ibd),reduced appetite
inflammatory bowel disease (ibd),unintended weight loss
acute myelogenous leukemia,fever
acute myelogenous leukemia,bone pain
acute myelogenous leukemia,lethargy and fatigue
acute myelogenous leukemia,shortness of breath
acute myelogenous leukemia,pale skin
acute myelogenous leukemia,frequent infections
acute myelogenous leukemia,easy bruising
acute myelogenous leukemia,"unusual bleeding, such as frequent nosebleeds and bleeding from the gums"
claudication,"pain, ache, discomfort or fatigue in muscles every time you use those muscles"
claudication,"pain in the calves, thighs, buttocks, hips or feet"
claudication,"less often, pain in shoulders, biceps and forearms"
claudication,pain that gets better soon after resting
claudication,cool skin
claudication,"severe, constant pain that progresses to numbness"
claudication,skin discoloration
claudication,wounds that don't heal
common warts,"small, fleshy, grainy bumps"
common warts,"flesh-colored, white, pink or tan"
common warts,rough to the touch
common warts,"sprinkled with black pinpoints, which are small, clotted blood vessels"
pulmonary atresia,blue- or gray-toned skin (cyanosis)
pulmonary atresia,fast breathing or shortness of breath
pulmonary atresia,easily tiring or being fatigued
pulmonary atresia,feeding problems
cholestasis of pregnancy,yellowing of the skin and whites of the eyes (jaundice)
cholestasis of pregnancy,nausea
cholestasis of pregnancy,loss of appetite
thunderclap headaches,strikes suddenly and severely
thunderclap headaches,peaks within 60 seconds
thunderclap headaches,can be accompanied by nausea or vomiting
thunderclap headaches,altered mental state
thunderclap headaches,fever
thunderclap headaches,seizures
child abuse,withdrawal from friends or usual activities
child abuse,"changes in behavior — such as aggression, anger, hostility or hyperactivity — or changes in school performance"
child abuse,"depression, anxiety or unusual fears, or a sudden loss of self-confidence"
child abuse,an apparent lack of supervision
child abuse,frequent absences from school
child abuse,"reluctance to leave school activities, as if he or she doesn't want to go home"
child abuse,attempts at running away
child abuse,rebellious or defiant behavior
child abuse,self-harm or attempts at suicide
indigestion,"early fullness during a meal. you haven't eaten much of your meal, but you already feel full and may not be able to finish eating."
indigestion,uncomfortable fullness after a meal. fullness lasts longer than it should.
indigestion,discomfort in the upper abdomen. you feel a mild to severe pain in the area between the bottom of your breastbone and your navel.
indigestion,burning in the upper abdomen. you feel an uncomfortable heat or burning sensation between the bottom of your breastbone and your navel.
indigestion,bloating in the upper abdomen. you feel an uncomfortable sensation of tightness due to a buildup of gas.
indigestion,nausea. you feel as though you want to vomit.
indigestion,unintentional weight loss or loss of appetite
indigestion,repeated vomiting or vomiting with blood
indigestion,"black, tarry stools"
indigestion,trouble swallowing that gets progressively worse
indigestion,"fatigue or weakness, which may indicate anemia"
indigestion,"shortness of breath, sweating or chest pain radiating to the jaw, neck or arm"
indigestion,chest pain on exertion or with stress
oppositional defiant disorder (odd),often and easily loses temper
oppositional defiant disorder (odd),is frequently touchy and easily annoyed by others
oppositional defiant disorder (odd),is often angry and resentful
oppositional defiant disorder (odd),often argues with adults or people in authority
oppositional defiant disorder (odd),often actively defies or refuses to comply with adults' requests or rules
oppositional defiant disorder (odd),often deliberately annoys or upsets people
oppositional defiant disorder (odd),often blames others for his or her mistakes or misbehavior
oppositional defiant disorder (odd),is often spiteful or vindictive
oppositional defiant disorder (odd),has shown spiteful or vindictive behavior at least twice in the past six months
oppositional defiant disorder (odd),"mild. symptoms occur only in one setting, such as only at home, school, work or with peers."
oppositional defiant disorder (odd),moderate. some symptoms occur in at least two settings.
oppositional defiant disorder (odd),severe. some symptoms occur in three or more settings.
broken heart syndrome,chest pain
broken heart syndrome,shortness of breath
obstructive sleep apnea,excessive daytime sleepiness
obstructive sleep apnea,loud snoring
obstructive sleep apnea,observed episodes of stopped breathing during sleep
obstructive sleep apnea,abrupt awakenings accompanied by gasping or choking
obstructive sleep apnea,awakening with a dry mouth or sore throat
obstructive sleep apnea,morning headache
obstructive sleep apnea,difficulty concentrating during the day
obstructive sleep apnea,"experiencing mood changes, such as depression or irritability"
obstructive sleep apnea,high blood pressure
obstructive sleep apnea,nighttime sweating
obstructive sleep apnea,decreased libido
ebstein anomaly,"shortness of breath, especially with exertion"
ebstein anomaly,fatigue
ebstein anomaly,heart palpitations or abnormal heart rhythms (arrhythmias)
ebstein anomaly,a bluish discoloration of the lips and skin caused by low oxygen (cyanosis)
cervical spondylosis,"tingling, numbness and weakness in your arms, hands, legs or feet"
cervical spondylosis,lack of coordination and difficulty walking
cervical spondylosis,loss of bladder or bowel control
thrombocytopenia (low platelet count),easy or excessive bruising (purpura)
thrombocytopenia (low platelet count),"superficial bleeding into the skin that appears as a rash of pinpoint-sized reddish-purple spots (petechiae), usually on the lower legs"
thrombocytopenia (low platelet count),prolonged bleeding from cuts
thrombocytopenia (low platelet count),bleeding from your gums or nose
thrombocytopenia (low platelet count),blood in urine or stools
thrombocytopenia (low platelet count),unusually heavy menstrual flows
thrombocytopenia (low platelet count),fatigue
thrombocytopenia (low platelet count),enlarged spleen
drug addiction (substance use disorder),feeling that you have to use the drug regularly — daily or even several times a day
drug addiction (substance use disorder),having intense urges for the drug that block out any other thoughts
drug addiction (substance use disorder),"over time, needing more of the drug to get the same effect"
drug addiction (substance use disorder),taking larger amounts of the drug over a longer period of time than you intended
drug addiction (substance use disorder),making certain that you maintain a supply of the drug
drug addiction (substance use disorder),"spending money on the drug, even though you can't afford it"
drug addiction (substance use disorder),"not meeting obligations and work responsibilities, or cutting back on social or recreational activities because of drug use"
drug addiction (substance use disorder),"continuing to use the drug, even though you know it's causing problems in your life or causing you physical or psychological harm"
drug addiction (substance use disorder),"doing things to get the drug that you normally wouldn't do, such as stealing"
drug addiction (substance use disorder),driving or doing other risky activities when you're under the influence of the drug
drug addiction (substance use disorder),"spending a good deal of time getting the drug, using the drug or recovering from the effects of the drug"
drug addiction (substance use disorder),failing in your attempts to stop using the drug
drug addiction (substance use disorder),experiencing withdrawal symptoms when you attempt to stop taking the drug
miscarriage,vaginal spotting or bleeding
miscarriage,pain or cramping in your abdomen or lower back
miscarriage,fluid or tissue passing from your vagina
antisocial personality disorder,disregard for right and wrong
antisocial personality disorder,persistent lying or deceit to exploit others
antisocial personality disorder,"being callous, cynical and disrespectful of others"
antisocial personality disorder,using charm or wit to manipulate others for personal gain or personal pleasure
antisocial personality disorder,"arrogance, a sense of superiority and being extremely opinionated"
antisocial personality disorder,"recurring problems with the law, including criminal behavior"
antisocial personality disorder,repeatedly violating the rights of others through intimidation and dishonesty
antisocial personality disorder,impulsiveness or failure to plan ahead
antisocial personality disorder,"hostility, significant irritability, agitation, aggression or violence"
antisocial personality disorder,lack of empathy for others and lack of remorse about harming others
antisocial personality disorder,unnecessary risk-taking or dangerous behavior with no regard for the safety of self or others
antisocial personality disorder,poor or abusive relationships
antisocial personality disorder,failure to consider the negative consequences of behavior or learn from them
antisocial personality disorder,being consistently irresponsible and repeatedly failing to fulfill work or financial obligations
antisocial personality disorder,aggression toward people and animals
antisocial personality disorder,destruction of property
antisocial personality disorder,deceitfulness
antisocial personality disorder,theft
antisocial personality disorder,serious violation of rules
renal artery stenosis,high blood pressure that begins suddenly or worsens without explanation
renal artery stenosis,high blood pressure that begins before age 30 or after age 50
renal artery stenosis,high blood pressure that's hard to control
renal artery stenosis,"a whooshing sound as blood flows through a narrowed vessel (bruit), which your doctor hears through a stethoscope placed over your kidneys"
renal artery stenosis,elevated protein levels in the urine or other signs of abnormal kidney function
renal artery stenosis,worsening kidney function during treatment for high blood pressure
renal artery stenosis,fluid overload and swelling in your body's tissues
renal artery stenosis,treatment-resistant heart failure
tinnitus,ringing
tinnitus,buzzing
tinnitus,roaring
tinnitus,clicking
tinnitus,hissing
tinnitus,humming
tinnitus,"subjective tinnitus is tinnitus only you can hear. this is the most common type of tinnitus. it can be caused by ear problems in your outer, middle or inner ear. it can also be caused by problems with the hearing (auditory) nerves or the part of your brain that interprets nerve signals as sound (auditory pathways)."
tinnitus,"objective tinnitus is tinnitus your doctor can hear when he or she does an examination. this rare type of tinnitus may be caused by a blood vessel problem, a middle ear bone condition or muscle contractions."
tennis elbow,shake hands or grip an object
tennis elbow,turn a doorknob
tennis elbow,hold a coffee cup
churg-strauss syndrome,hay fever
churg-strauss syndrome,fever
churg-strauss syndrome,loss of appetite and weight loss
churg-strauss syndrome,joint and muscle pain
churg-strauss syndrome,fatigue
churg-strauss syndrome,cough
churg-strauss syndrome,abdominal pain and gastrointestinal bleeding
churg-strauss syndrome,"weakness, fatigue or a general feeling of being unwell"
churg-strauss syndrome,rash or skin sores
churg-strauss syndrome,"pain, numbness and tingling in your hands and feet"
churg-strauss syndrome,severe abdominal pain
churg-strauss syndrome,shortness of breath
churg-strauss syndrome,blood in your urine or stools
muscle strains,pain or tenderness
muscle strains,redness or bruising
muscle strains,limited motion
muscle strains,muscle spasms
muscle strains,swelling
muscle strains,muscle weakness
generalized anxiety disorder,persistent worrying or anxiety about a number of areas that are out of proportion to the impact of the events
generalized anxiety disorder,overthinking plans and solutions to all possible worst-case outcomes
generalized anxiety disorder,"perceiving situations and events as threatening, even when they aren't"
generalized anxiety disorder,difficulty handling uncertainty
generalized anxiety disorder,indecisiveness and fear of making the wrong decision
generalized anxiety disorder,inability to set aside or let go of a worry
generalized anxiety disorder,"inability to relax, feeling restless, and feeling keyed up or on edge"
generalized anxiety disorder,"difficulty concentrating, or the feeling that your mind ""goes blank"""
generalized anxiety disorder,fatigue
generalized anxiety disorder,trouble sleeping
generalized anxiety disorder,muscle tension or muscle aches
generalized anxiety disorder,"trembling, feeling twitchy"
generalized anxiety disorder,nervousness or being easily startled
generalized anxiety disorder,sweating
generalized anxiety disorder,"nausea, diarrhea or irritable bowel syndrome"
generalized anxiety disorder,irritability
generalized anxiety disorder,performance at school or sporting events
generalized anxiety disorder,family members' safety
generalized anxiety disorder,being on time (punctuality)
generalized anxiety disorder,"earthquakes, nuclear war or other catastrophic events"
generalized anxiety disorder,feel overly anxious to fit in
generalized anxiety disorder,be a perfectionist
generalized anxiety disorder,redo tasks because they aren't perfect the first time
generalized anxiety disorder,spend excessive time doing homework
generalized anxiety disorder,lack confidence
generalized anxiety disorder,strive for approval
generalized anxiety disorder,require a lot of reassurance about performance
generalized anxiety disorder,have frequent stomachaches or other physical complaints
generalized anxiety disorder,avoid going to school or avoid social situations
generalized anxiety disorder,"you feel like you're worrying too much, and it's interfering with your work, relationships or other parts of your life"
generalized anxiety disorder,"you feel depressed or irritable, have trouble with drinking or drugs, or you have other mental health concerns along with anxiety"
generalized anxiety disorder,you have suicidal thoughts or behaviors — seek emergency treatment immediately
e. coli,"diarrhea, which may range from mild and watery to severe and bloody"
e. coli,"stomach cramping, pain or tenderness"
e. coli,"nausea and vomiting, in some people"
peptic ulcer,burning stomach pain
peptic ulcer,"feeling of fullness, bloating or belching"
peptic ulcer,intolerance to fatty foods
peptic ulcer,heartburn
peptic ulcer,nausea
peptic ulcer,vomiting or vomiting blood — which may appear red or black
peptic ulcer,"dark blood in stools, or stools that are black or tarry"
peptic ulcer,trouble breathing
peptic ulcer,feeling faint
peptic ulcer,nausea or vomiting
peptic ulcer,unexplained weight loss
peptic ulcer,appetite changes
carpal tunnel syndrome,"tingling or numbness. you may notice tingling and numbness in your fingers or hand. usually the thumb and index, middle or ring fingers are affected, but not your little finger. you might feel a sensation like an electric shock in these fingers."
carpal tunnel syndrome,"weakness. you may experience weakness in your hand and drop objects. this may be due to the numbness in your hand or weakness of the thumb's pinching muscles, which are also controlled by the median nerve."
type 2 diabetes,increased thirst
type 2 diabetes,frequent urination
type 2 diabetes,increased hunger
type 2 diabetes,unintended weight loss
type 2 diabetes,fatigue
type 2 diabetes,blurred vision
type 2 diabetes,slow-healing sores
type 2 diabetes,frequent infections
type 2 diabetes,"areas of darkened skin, usually in the armpits and neck"
angelman syndrome,"developmental delays, including no crawling or babbling at 6 to 12 months"
angelman syndrome,intellectual disability
angelman syndrome,no speech or minimal speech
angelman syndrome,"difficulty walking, moving or balancing well"
angelman syndrome,frequent smiling and laughter
angelman syndrome,"happy, excitable personality"
angelman syndrome,trouble going to sleep and staying asleep
angelman syndrome,"seizures, usually beginning between 2 and 3 years of age"
angelman syndrome,stiff or jerky movements
angelman syndrome,"small head size, with flatness in the back of the head"
angelman syndrome,tongue thrusting
angelman syndrome,"hair, skin and eyes that are light in color"
angelman syndrome,"unusual behaviors, such as hand flapping and arms uplifted while walking"
angelman syndrome,sleep problems
encephalitis,headache
encephalitis,fever
encephalitis,aches in muscles or joints
encephalitis,fatigue or weakness
encephalitis,"confusion, agitation or hallucinations"
encephalitis,seizures
encephalitis,loss of sensation or paralysis in certain areas of the face or body
encephalitis,muscle weakness
encephalitis,problems with speech or hearing
encephalitis,loss of consciousness (including coma)
encephalitis,bulging in the soft spots (fontanels) of an infant's skull
encephalitis,nausea and vomiting
encephalitis,body stiffness
encephalitis,poor feeding or not waking for a feeding
encephalitis,irritability
narcissistic personality disorder,have an exaggerated sense of self-importance
narcissistic personality disorder,"have a sense of entitlement and require constant, excessive admiration"
narcissistic personality disorder,expect to be recognized as superior even without achievements that warrant it
narcissistic personality disorder,exaggerate achievements and talents
narcissistic personality disorder,"be preoccupied with fantasies about success, power, brilliance, beauty or the perfect mate"
narcissistic personality disorder,believe they are superior and can only associate with equally special people
narcissistic personality disorder,monopolize conversations and belittle or look down on people they perceive as inferior
narcissistic personality disorder,expect special favors and unquestioning compliance with their expectations
narcissistic personality disorder,take advantage of others to get what they want
narcissistic personality disorder,have an inability or unwillingness to recognize the needs and feelings of others
narcissistic personality disorder,be envious of others and believe others envy them
narcissistic personality disorder,"behave in an arrogant or haughty manner, coming across as conceited, boastful and pretentious"
narcissistic personality disorder,"insist on having the best of everything — for instance, the best car or office"
narcissistic personality disorder,become impatient or angry when they don't receive special treatment
narcissistic personality disorder,have significant interpersonal problems and easily feel slighted
narcissistic personality disorder,react with rage or contempt and try to belittle the other person to make themselves appear superior
narcissistic personality disorder,have difficulty regulating emotions and behavior
narcissistic personality disorder,experience major problems dealing with stress and adapting to change
narcissistic personality disorder,feel depressed and moody because they fall short of perfection
narcissistic personality disorder,"have secret feelings of insecurity, shame, vulnerability and humiliation"
and-foot-and-mouth disease,fever
and-foot-and-mouth disease,sore throat
and-foot-and-mouth disease,feeling unwell
and-foot-and-mouth disease,"painful, red, blister-like lesions on the tongue, gums and inside of the cheeks"
and-foot-and-mouth disease,"a red rash, without itching but sometimes with blistering, on the palms, soles and sometimes the buttocks"
and-foot-and-mouth disease,irritability in infants and toddlers
and-foot-and-mouth disease,loss of appetite
pancreatic cancer,abdominal pain that radiates to your back
pancreatic cancer,loss of appetite or unintended weight loss
pancreatic cancer,yellowing of your skin and the whites of your eyes (jaundice)
pancreatic cancer,light-colored stools
pancreatic cancer,dark-colored urine
pancreatic cancer,itchy skin
pancreatic cancer,new diagnosis of diabetes or existing diabetes that's becoming more difficult to control
pancreatic cancer,blood clots
pancreatic cancer,fatigue
mesenteric lymphadenitis,"abdominal pain, often centered on the lower right side, but the pain can be more widespread"
mesenteric lymphadenitis,general abdominal tenderness
mesenteric lymphadenitis,fever
mesenteric lymphadenitis,mesenteric lymph node enlargement
mesenteric lymphadenitis,diarrhea
mesenteric lymphadenitis,nausea and vomiting
tourette syndrome,"simple tics. these sudden, brief and repetitive tics involve a limited number of muscle groups."
tourette syndrome,"complex tics. these distinct, coordinated patterns of movements involve several muscle groups."
tourette syndrome,"vary in type, frequency and severity"
tourette syndrome,"worsen if you're ill, stressed, anxious, tired or excited"
tourette syndrome,occur during sleep
tourette syndrome,change over time
tourette syndrome,worsen in the early teenage years and improve during the transition into adulthood
low blood pressure (hypotension),dizziness or lightheadedness
low blood pressure (hypotension),fainting
low blood pressure (hypotension),blurred or fading vision
low blood pressure (hypotension),nausea
low blood pressure (hypotension),fatigue
low blood pressure (hypotension),lack of concentration
ingrown toenails,pain and tenderness in your toe along one or both sides of the nail
ingrown toenails,redness around your toenail
ingrown toenails,swelling of your toe around the nail
ingrown toenails,infection of the tissue around your toenail
ingrown toenails,experience severe discomfort in your toe or pus or redness that seems to be spreading
ingrown toenails,have diabetes or another condition that causes poor blood flow to your feet and you experience any foot sore or infection
epididymitis,"a swollen, red or warm scrotum"
epididymitis,"testicle pain and tenderness, usually on one side, that usually comes on gradually"
epididymitis,painful urination or an urgent or frequent need to urinate
epididymitis,discharge from the penis
epididymitis,pain or discomfort in the lower abdomen or pelvic area
epididymitis,blood in the semen
epididymitis,"less commonly, fever"
vasovagal syncope,pale skin
vasovagal syncope,lightheadedness
vasovagal syncope,tunnel vision — your field of vision narrows so that you see only what's in front of you
vasovagal syncope,nausea
vasovagal syncope,feeling warm
vasovagal syncope,"a cold, clammy sweat"
vasovagal syncope,yawning
vasovagal syncope,blurred vision
vasovagal syncope,"jerky, abnormal movements"
vasovagal syncope,"a slow, weak pulse"
vasovagal syncope,dilated pupils
osteomyelitis,fever
osteomyelitis,"swelling, warmth and redness over the area of the infection"
osteomyelitis,pain in the area of the infection
osteomyelitis,fatigue
posterior vaginal prolapse (rectocele),a soft bulge of tissue in your vagina that might protrude through the vaginal opening
posterior vaginal prolapse (rectocele),difficulty having a bowel movement
posterior vaginal prolapse (rectocele),sensation of rectal pressure or fullness
posterior vaginal prolapse (rectocele),a feeling that the rectum has not completely emptied after a bowel movement
posterior vaginal prolapse (rectocele),"sexual concerns, such as feeling embarrassed or sensing looseness in the tone of your vaginal tissue"
essential thrombocythemia,headache
essential thrombocythemia,dizziness or lightheadedness
essential thrombocythemia,chest pain
essential thrombocythemia,fainting
essential thrombocythemia,temporary vision changes
essential thrombocythemia,numbness or tingling of the hands and feet
essential thrombocythemia,"redness, throbbing and burning pain in the hands and feet"
essential thrombocythemia,nosebleeds
essential thrombocythemia,bruising
essential thrombocythemia,bleeding from your mouth or gums
essential thrombocythemia,bloody stool
concussion,headache
concussion,ringing in the ears
concussion,nausea
concussion,vomiting
concussion,fatigue or drowsiness
